Application ID,Do you own or rent?,"If you rent, does your landlord allow pets?",Does your landlord or home insurance place any breed or weight restrictions on the animals you are allowed to have?,Do you have a yard?,Do you have screens in your windows?,Are all the members of your household in agreement about adopting a dog?,Does anyone in the household have pet allergies?,"Do you live in public housing (NYCHA, projects, section 8)?","Are you at least 21 years of age and head of household? If not, you will not be approved to adopt with IOHR.",Why do you want to adopt a dog?,What energy level would work with your lifestyle?,Are your pets up to date on their vaccinations and monthly preventatives (flea/tick and heartworm)?,"Where have your current and previous animals come from? Please list the adoption agency, shelter, or breeder if applicable.",Are your current cats/dogs spayed or neutered and have your past cats/dogs been spayed or neutered?,Have you ever bred an animal,Please provide the name and phone number for your most recent or current veterinarian (even if you don't have the animals anymore). What name are the records listed under? Please note that some vets require your permission to release information to us; please call your vet now and give them permission as this will help expedite the application process!,"On a regular day, how many hours will the dog be left alone?",Where will the dog be kept?,Do you have a contingency plan to pay for unexpected emergency vet bills?,How soon do you want to adopt a pup?,"Have you ever had to give up a pet? If so, why and where did the pet go?",Have you been involved in domestic disturbances in which the police were called in your current living situation?,"If you are adopting with a partner, are you in agreement that the dog will go with one of you should you separate, and not be surrendered back to us or a shelter?","If you are a senior or have serious health conditions, do you have a contingency plan for the dog should you no longer be able to care for it? What is the plan?","Are you willing to work through unexpected hardships with your pet and hire a trainer if need be? i.e. housetraining, separation anxiety, fear, socialization, acclimation to other animals, etc"
https://ps31.petstablished.com/adoption_applications/1083596,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,YES CATS,No,YES,"A DOG BRINGS LOVE, JOY, LAUGHTER AT THEIR ANTICS, COMPANIONSHIP. IT IS SUCH A PLEASURE TO HAVE A DOG TO LOVE. THEIR LOYALTY TO YOU IS JUST WONDERFUL. WE HAVE HAD DOGS FOREVER AND MISS HAVING ONE NOW. WE ARE ABLE TO OFFER A DOG REALLY GOOD LIFE AND WOULD BE HONORED TO BE CONSIDERED FOR ADOPTION. HUEY IS THE PUP WE ARE LOOKING TO ADOPT. HE IS JUST BEAUTIFUL AND WOULD ADD SO MUCH TO OUR LIVES. HE WOULD BE SO VERY HAPPY, SAFE AND LOVED WITH US.",Active - Short walks and dog park play,I do not currently have pets,"SEAMUS: CANADA, BEEDER; ANGUS: NANCY O'CONNOR WORST BREEDER OF DOODLES. TWO DOG BORN WITH MEGAESOPHAGUS AND SHE IS STILL BREEDING. REX: PRECIOUS PETZ RESCUE WARWICK NY.",I don't have animals ,NEVER,DR NEIL HESS. OLD TAPPAN VETERINARY. NORWOOD NJ. 201-750-1800,0 - 4,PUP IN A SMALL AREA WHILE WE WORK WITH TRAINING IF WE ARE OUT.  CRATE IF PUP LIKES.,YES.,"Right away, hand that dog over!",NO,NO,YES,ABSOLUTELY. FAMILY WILL ALWAYS BACK US UP.,Yes
https://ps31.petstablished.com/adoption_applications/1102980,Rent,"Yes, my landlord allows pets",no,I don't have a yard. ,Yes,Yes,no,No,yes,for my kids,Active - Short walks and dog park play,I do not currently have pets,n/a,I don't have animals ,,n/a,4 - 8,Apartment,yes,I am thinking probably in the next few days,no,no,n/a,n/a,Yes
https://ps31.petstablished.com/adoption_applications/1096815,Own,I own my home and do not need approval from a landlord,no,"Yes, a fenced yard.",Yes,Yes,no,No,yes,I want my children to grow up with a dog,Active - Short walks and dog park play,I do not vaccinate my animals or give them monthly preventatives,n/a,I don't have animals ,,I don't have one yet,0 - 4,in the living room,ues,"I am taking my time, a few weeks is fine ",no,no,yes,,Yes
https://ps31.petstablished.com/adoption_applications/1090393,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",Yes,Yes,No ,No,Yes ,Family is ready for a dog  we my husband and I had dogs growing up and we had such great memories with dogs  and want the same for the children ,"Mellow - Short, daily walks",I do not currently have pets,We don’t have any animals since my husband and I have been married  we grew up with dogs ,I don't have animals ,No ,"We do not have animals but Westfield vetinary group comes highly recommended ",4 - 8,In a crate  in the home ,Yes we are financially sound ,I am thinking probably in the next few days,No ,No ,Yes ,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1090381,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",Yes,Yes,No ,No,Yes ,Family is ready for a dog  we my husband and I had dogs growing up and we had such great memories with dogs  and want the same for the children ,"Mellow - Short, daily walks",I do not currently have pets,We don’t have any animals since my husband and I have been married  we grew up with dogs ,I don't have animals ,No ,"We do not have animals but Westfield vetinary group comes highly recommended ",4 - 8,In a crate  in the home ,Yes we are financially sound ,I am thinking probably in the next few days,No ,No ,Yes ,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1090251,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",Yes,Yes,No ,No,Yes ,Family is ready for a dog  we my husband and I had dogs growing up and we had such great memories with dogs  and want the same for the children ,"Mellow - Short, daily walks",I do not currently have pets,We don’t have any animals since my husband and I have been married  we grew up with dogs ,I don't have animals ,No ,"We do not have animals but Westfield vetinary group comes highly recommended ",4 - 8,In a crate  in the home ,Yes we are financially sound ,I am thinking probably in the next few days,No ,No ,Yes ,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1096960,Rent,"Yes, my landlord allows pets",NO,I don't have a yard. ,Yes,Yes,NO,Yes,YES IM 37 YRS OLD,"I JUST FINISHED SCHOOL , AND HAVE TIME TO CARE FOR A DOG. I'M ALSO GOING THROUGH A DIVORCE AND THIS WILL HELP ME IN HAVING A COMPANION AND SOME ONE TO COME HOME TO",Energetic - Running buddy,I do not currently have pets,COOKIE HAD CAM FROM THE ASPCA ON 96TH ST I BELIEVE,I don't have animals ,NO,I DONT REMEMBER WHERE I HAD TAKEN COOKIE. MY EX WIFE HAD TAKEN COOKIE TO THE VET. BUT THERE ARE VET CLINICS IN MY AREA,0 - 4,"THE DOG WILL BE WITH MY MOM, IF I WILL BE OUT TOO LONG.",YES,"Right away, hand that dog over!",YES SBECAUSE I WAS MOVING AND LANDLORD DID NOT WANT ANY PETS,NO,NO,I DO NOT HAVE ANY HEALTH ISSUES THANK GOD,Yes
https://ps31.petstablished.com/adoption_applications/1096075,Rent,"Yes, my landlord allows pets",,I don't have a yard. ,Yes,Yes,no,No,yes,because im in love with dogs ,"Mellow - Short, daily walks",I do not currently have pets,N/A,I don't have animals ,,n/a,0 - 4,House,yes,"Right away, hand that dog over!",no,no,yes,,Yes
https://ps31.petstablished.com/adoption_applications/1095983,Rent,"Yes, my landlord allows pets","Weight restrictionMax weight is 40 pounds",I don't have a yard. ,No,Yes,,No,Yes ,I live by myself and would like a dog for company. I've always wanted to adopt from a shelter and I believe now is a perfect time.,Active - Short walks and dog park play,I do not currently have pets,n/a,I don't have animals ,n/a,"n/aI've never owned a pet",0 - 4,The dog would be kept in apartment with me,I have money in my savings ,I am thinking probably in the next few days,I've never owned a pet,None,It would just be me,,Yes
https://ps31.petstablished.com/adoption_applications/1094982,Own,,,"Yes, a fenced yard.",Yes,Yes,Marsden Rodriguez is allergic to some dogs and most cats and other things with lots of hair.,No,Yes I am,I would like to adopt a dog because I miss having a pet around the house to play with and love and spend time with.,"Mellow - Short, daily walks",I do not currently have pets,A friend who rescues cats gave us our last pet.,I don't have animals ,No I have not,"Harbor Veterinarians, Maija is the name of our last vet, her number work number is 617-336-3232 -‘d her mobile number is 339-221-0678.",4 - 8,The dog will be kept inside the house.,Yes we do.,I am thinking probably in the next few days,We had to give up a maine coon kitten to a friend who was looking for a car because my son was too allergic with both cats in the house.,No we have not.,We are in total agreement.,We are not seniors nor have serious health conditions. We also have young adult children who will take responsibility for the dog if need be.,Yes
https://ps31.petstablished.com/adoption_applications/1094986,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,"Yes, both",No,Yes.,My husband and I have always been dog people and have both grown up with dogs in our homes. Now that we are married and in our own home we are looking to get a dog of our own! We have tried to be patient but now that we have almost been married two years we are ready for a new addition!,Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,No.,N/A,4 - 8,In our home in a crate until house trained.,"Our parents would help us out, but I do not foresee us requiring their help financially. ","Right away, hand that dog over!",No.,No.,Yes. ,No I am not a senior nor have serious health issues. ,Yes
https://ps31.petstablished.com/adoption_applications/1094290,Own,I own my home and do not need approval from a landlord,No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Companion,Active - Short walks and dog park play,I do not currently have pets,Shake A Paw Lynbrook ,I don't have animals ,No,"Sunrise Animal Hospital  (516) -766-4350Under name - Ruben Kogen",0 - 4,Inside next to bedroom,Yes,I am thinking probably in the next few days,"Yes, had to move, pet adopted at animal clinic.",Never,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1094378,Rent,"Yes, my landlord allows pets",No,"Yes, a fenced yard.",Yes,Yes,,No,Yes,Looking for a friend to hang with ,"Mellow - Short, daily walks",I do not currently have pets,2 from shelters in Semo and two from breeders,I don't have animals ,No,n/a all in Missouri.,4 - 8,Inside the apartment ,Yes. CC,"I am uncertain, it would depend on me finding the right dog",No,No,N/a,,Yes
https://ps31.petstablished.com/adoption_applications/1094233,Rent,"Yes, my landlord allows pets",No,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,"I am ready to give back to an animal in need, and would love to give a dog a loving home.  I grew up with animals in my home and know how they complete a family.  As a social worker, I know pets can be as healing to their owner, and sometimes more, as their owners can be to them.",Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,No,"My plan is to take any animals to the MSPCA Angell Clinic, although have not had any pets in this area before.",0 - 4,"At home, where I am able to work from home on some days.  Eventually, I hope to be able to also bring Durango to the office, if appropriate. ","Yes, I have a savings account and would intend to get pet insurance.","Right away, hand that dog over!",No,No,Not adopting with a partner ,Not applicable ,No
https://ps31.petstablished.com/adoption_applications/1094237,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,We love dogs,Active - Short walks and dog park play,I do not currently have pets,Friend,I don't have animals ,No,"http://www.countyvethosp.comGloria under my moms name Jacqueline Rubel",0 - 4,Inside,Yes,"Right away, hand that dog over!",No,No,Yes,My daughter ,Yes
https://ps31.petstablished.com/adoption_applications/1093862,Rent,"Yes, my landlord allows pets",No,"Yes, an unfenced yard.",No,Yes,No,No,Yes,"My girlfriend and I recently had a Great Pyrenees that passed away and we have always wanted a bernadoodle, we love the breeds, temperament, and looks and would love to add one to our family",Active - Short walks and dog park play,I do not currently have pets,A family friend,I don't have animals ,No,N/A at the moment,0 - 4,Inside the home,I have the necessary funds ,"Right away, hand that dog over!",No,No,"Yes,  in complete agreement ",I am only 33 years old,Yes
https://ps31.petstablished.com/adoption_applications/1093089,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",Yes,Yes,"Yes, to labs",No,Yes,"An emotional support animal for my family, specifically my daughter. *any of the below energy levels are fine",Energetic - Running buddy,I do not vaccinate my animals or give them monthly preventatives,Zika Hamstery,Yes all of my animals are spayed/neutered,No,n/a,0 - 4,"Main floor. Gated area at first, crate at night.",Yes,"I am uncertain, it would depend on me finding the right dog","Yes, 2 cats because daughter was born with severe allergies. Spent 2 years finding the perfect home for them.",No,Yes,n/a,Yes
https://ps31.petstablished.com/adoption_applications/1092012,Own,I own my home and do not need approval from a landlord,No,"Yes, an unfenced yard.",Yes,Yes,"Yes, my mother",No,Yes,My mother has cancer. We would love a dog to bring joy and love to our home. It will help keep my family active and out of the house. ,"Mellow - Short, daily walks",I do not currently have pets,We got Lucy from our friend. The previous owner had allergies and could not keep her,I don't have animals ,No,"Brook Farm veterinary center(845) 878-4833",4 - 8,In our home,Yes,"I am uncertain, it would depend on me finding the right dog",No,No,No,No,Yes
https://ps31.petstablished.com/adoption_applications/1093677,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,We love dogs.   Our dog passed away after 16 years and our home is lonely.....,"Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,"North shore Animal shelter.    Stamford, CT animal shelter.   ",Some of my animals are spayed/neutered,No,"Just Cats  203-327-7220Rippowam Animal Hospital 203-329-8811",0 - 4,In a crate or doggy play pen in our living room ,A savings account.   ,"I am uncertain, it would depend on me finding the right dog","No, never ","No, never","Yes, we are in agreement.   ",,Yes
